compute_similarities_with_state_decision_0,compute_similarities_with_state_decision_1,compute_similarities_with_state_threshold_0,parse_embedding_decision_0,parse_embedding_decision_1,parse_embedding_threshold_0,selector_kernel_decision_0,selector_kernel_decision_1,selector_kernel_threshold_0,mean_time_ms,mean_accuracy,n
0,0,0,0,0,0,0,0,0,7098.273900688889,0.4799999999999999,45
