time_ms,accuracy,compute_similarities_with_state_decision_0,compute_similarities_with_state_decision_1,compute_similarities_with_state_threshold_0,parse_embedding_decision_0,parse_embedding_decision_1,parse_embedding_threshold_0,selector_kernel_decision_0,selector_kernel_decision_1,selector_kernel_threshold_0,qos_loss,exact_accuracy
6489.659662,0.469091,1,0,3,1,2,2,0,1,10,0.000000,0.460000
6069.614331,0.031250,0,0,3,0,2,5,1,1,0,0.428750,0.460000
7936.130913,0.484289,0,2,2,0,1,9,1,0,0,0.000000,0.460000
4122.185067,0.030556,2,2,4,2,0,9,1,1,2,0.429444,0.460000
6243.934730,0.440000,1,1,4,1,2,5,0,1,9,0.020000,0.460000
6915.023614,0.031250,2,1,5,0,0,1,0,1,2,0.428750,0.460000
8225.590142,0.465000,2,0,4,0,2,5,0,0,0,0.000000,0.460000
5837.569302,0.400000,2,1,4,2,1,9,1,0,4,0.060000,0.460000
6302.688550,0.444091,2,1,4,2,1,1,1,0,1,0.015909,0.460000
4440.835494,0.081250,2,0,4,2,1,9,0,1,3,0.378750,0.460000
5546.174197,0.005556,1,2,5,0,1,8,0,1,0,0.454444,0.460000
4362.247196,0.056250,1,0,5,2,2,10,1,1,2,0.403750,0.460000
6923.692105,0.419091,2,1,4,2,1,1,1,0,3,0.040909,0.460000
6922.729298,0.484289,1,2,3,1,1,10,1,0,2,0.000000,0.460000
5158.171920,0.225000,2,1,4,2,1,2,1,0,6,0.235000,0.460000
5992.392880,0.385000,2,1,4,2,1,1,1,0,4,0.075000,0.460000
5008.114744,0.160556,1,2,2,2,2,8,0,1,4,0.299444,0.460000
6849.589355,0.419091,2,1,4,2,1,2,1,0,3,0.040909,0.460000
6183.196293,0.031250,1,1,2,1,0,4,1,0,9,0.428750,0.460000
8201.627879,0.469091,2,0,1,2,0,1,0,1,10,0.000000,0.460000
7328.431389,0.455000,0,1,4,2,0,8,0,0,9,0.005000,0.460000
4300.739781,0.031250,2,1,4,2,2,7,1,1,4,0.428750,0.460000
6250.690899,0.385000,1,1,4,2,1,2,1,0,4,0.075000,0.460000
7860.070785,0.444091,2,1,4,1,2,1,0,0,10,0.015909,0.460000
7805.062300,0.419091,2,1,4,2,1,3,1,0,3,0.040909,0.460000
5663.809740,0.090341,2,1,5,2,1,5,0,1,4,0.369659,0.460000
8813.105117,0.385000,2,1,4,1,1,2,1,0,4,0.075000,0.460000
6714.403705,0.075000,2,1,5,2,0,6,1,0,7,0.385000,0.460000
7904.966845,0.419091,2,1,4,1,2,2,1,0,3,0.040909,0.460000
5470.133307,0.056250,0,0,4,2,2,7,1,1,7,0.403750,0.460000
4588.602518,0.100000,2,2,3,2,1,9,1,0,7,0.360000,0.460000
5859.941245,0.031250,0,1,5,2,0,9,1,1,1,0.428750,0.460000
4825.487657,0.031250,0,1,5,2,0,10,1,1,2,0.428750,0.460000
6003.732469,0.031250,0,1,5,2,0,5,1,1,2,0.428750,0.460000
9718.877533,0.444091,1,1,5,1,0,7,0,1,9,0.015909,0.460000
8882.537418,0.444091,2,1,4,1,1,5,0,1,10,0.015909,0.460000
7578.357426,0.484289,2,2,1,1,2,7,1,0,0,0.000000,0.460000
6060.738993,0.031250,1,1,3,1,1,8,1,1,1,0.428750,0.460000
7847.418920,0.444091,0,1,4,1,0,8,1,0,2,0.015909,0.460000
7780.176930,0.484289,2,2,1,0,2,7,1,0,0,0.000000,0.460000
6375.903961,0.485480,2,2,1,1,2,6,1,0,2,0.000000,0.460000
7904.360038,0.485480,2,2,1,1,2,6,1,0,1,0.000000,0.460000
6328.472151,0.310754,0,2,5,2,0,6,0,1,6,0.149246,0.460000
8275.267839,0.485480,2,2,1,1,2,3,1,0,2,0.000000,0.460000
6851.352489,0.031250,2,0,3,0,2,6,1,1,6,0.428750,0.460000
8417.209614,0.485480,2,2,2,1,2,6,1,0,2,0.000000,0.460000
7696.615266,0.484289,2,2,4,1,0,3,1,0,1,0.000000,0.460000
6974.802087,0.460480,2,2,1,1,2,6,1,0,3,0.000000,0.460000
7016.786357,0.485480,0,2,2,0,2,2,0,1,9,0.000000,0.460000
5973.921904,0.260480,2,2,2,1,2,1,0,1,5,0.199520,0.460000
6237.121732,0.485480,2,2,1,1,2,5,1,0,2,0.000000,0.460000
7672.849517,0.485480,2,2,1,1,2,5,1,0,1,0.000000,0.460000
7987.524584,0.484289,2,2,2,1,1,5,1,0,2,0.000000,0.460000
6548.016684,0.376389,2,2,1,1,2,5,1,0,4,0.083611,0.460000
7902.587699,0.485480,2,2,1,1,2,4,1,0,2,0.000000,0.460000
6991.194913,0.459289,2,2,1,1,2,7,1,0,3,0.000711,0.460000
8128.773228,0.485480,2,2,1,0,2,5,1,0,0,0.000000,0.460000
7379.852976,0.460480,2,2,1,1,2,5,1,0,3,0.000000,0.460000
7027.905762,0.485480,2,2,1,1,2,5,1,0,0,0.000000,0.460000
7902.107623,0.485480,2,2,2,1,2,5,1,0,0,0.000000,0.460000
6592.412143,0.459289,2,2,1,1,1,5,1,0,3,0.000711,0.460000
4315.231648,0.055556,2,2,3,2,2,8,1,1,7,0.404444,0.460000
7716.129120,0.114646,2,2,1,0,0,3,0,1,4,0.345354,0.460000
6808.448538,0.031250,2,1,3,1,0,4,1,1,4,0.428750,0.460000
6223.740297,0.485480,1,2,1,1,2,5,1,0,2,0.000000,0.460000
7898.489336,0.484289,1,2,1,1,0,5,0,0,2,0.000000,0.460000
7982.012044,0.485480,1,2,1,1,2,5,0,0,2,0.000000,0.460000
7150.981839,0.485480,2,2,4,1,2,5,1,0,2,0.000000,0.460000
4294.824571,0.055556,1,2,1,2,2,5,1,1,2,0.404444,0.460000
6845.130776,0.485480,0,2,1,1,2,5,1,0,2,0.000000,0.460000
7852.124003,0.485480,1,2,1,1,2,6,1,0,2,0.000000,0.460000
6752.970676,0.485480,1,2,1,1,2,4,1,0,2,0.000000,0.460000
7755.557885,0.460480,1,2,1,1,2,5,1,0,3,0.000000,0.460000
5498.225151,0.031250,1,1,3,2,1,3,1,1,4,0.428750,0.460000
9033.822518,0.444091,0,1,1,0,2,10,0,0,6,0.015909,0.460000
7712.107008,0.480198,1,2,1,2,2,5,1,0,2,0.000000,0.460000
6305.641479,0.480198,1,2,5,2,2,5,1,0,2,0.000000,0.460000
6862.195680,0.485480,1,2,1,1,2,5,1,0,1,0.000000,0.460000
6056.502167,0.255198,1,2,3,2,0,9,0,1,5,0.204802,0.460000
7515.664153,0.480198,2,2,4,2,0,10,0,0,7,0.000000,0.460000
7616.651688,0.485480,1,2,3,1,2,5,1,0,2,0.000000,0.460000
5339.698650,0.013248,1,2,1,1,2,5,1,1,2,0.446752,0.460000
8158.928042,0.459289,1,2,1,1,2,7,1,0,3,0.000711,0.460000
4987.407898,0.031250,2,1,3,2,1,9,1,1,6,0.428750,0.460000
7911.141134,0.485480,0,2,1,1,2,4,1,0,2,0.000000,0.460000
6882.659126,0.460480,0,2,1,1,2,5,1,0,3,0.000000,0.460000
6817.412544,0.376389,1,2,1,0,2,5,1,0,4,0.083611,0.460000
6420.589230,0.485480,1,2,1,1,2,5,1,0,0,0.000000,0.460000
8252.332261,0.444091,1,1,4,0,2,8,0,0,8,0.015909,0.460000
5859.477019,0.485480,1,2,2,1,2,5,1,0,2,0.000000,0.460000
8566.536149,0.031250,1,0,4,1,0,2,1,1,4,0.428750,0.460000
7772.290053,0.480000,0,0,3,2,1,9,1,0,1,0.000000,0.460000
7167.398978,0.469091,1,0,5,1,2,10,1,0,0,0.000000,0.460000
9190.632382,0.469091,2,0,5,1,2,10,1,0,0,0.000000,0.460000
8680.648702,0.469091,1,0,5,1,2,10,0,0,0,0.000000,0.460000
6033.193200,0.005556,0,2,1,1,0,7,0,1,2,0.454444,0.460000
7477.799480,0.484289,1,2,5,1,1,5,0,0,8,0.000000,0.460000
6419.392970,0.480198,2,2,4,2,2,6,0,0,0,0.000000,0.460000
5647.676365,0.111250,2,0,4,2,2,2,0,1,4,0.348750,0.460000
5506.401831,0.005556,2,2,1,1,1,9,1,1,1,0.454444,0.460000
7670.329327,0.480198,2,2,4,2,2,1,0,0,0,0.000000,0.460000
4800.843180,0.056250,0,0,1,2,2,3,1,1,9,0.403750,0.460000
8183.521982,0.480198,0,2,5,2,2,2,1,0,0,0.000000,0.460000
7678.172739,0.031250,0,1,1,1,0,2,0,1,2,0.428750,0.460000
8560.350525,0.480198,2,2,4,2,2,3,1,0,0,0.000000,0.460000
5246.591272,0.012698,2,2,5,2,1,2,1,1,3,0.447302,0.460000
5161.423544,0.038248,2,2,1,0,2,1,1,1,5,0.421752,0.460000
7138.738833,0.480198,2,2,4,2,2,6,0,0,6,0.000000,0.460000
6656.222700,0.237341,0,2,3,2,1,2,0,1,5,0.222659,0.460000
6205.418776,0.031250,2,0,5,1,0,10,1,0,9,0.428750,0.460000
6985.261800,0.480198,2,2,4,2,2,8,0,0,0,0.000000,0.460000
8472.412728,0.484289,2,2,4,1,0,10,0,0,2,0.000000,0.460000
7558.838040,0.469091,1,0,4,0,2,4,1,0,0,0.000000,0.460000
7859.113176,0.480198,2,2,4,2,2,6,1,0,0,0.000000,0.460000
6059.939894,0.031250,1,0,1,1,2,3,0,1,2,0.428750,0.460000
7117.700371,0.480198,2,2,4,2,2,5,0,0,0,0.000000,0.460000
8389.211474,0.444091,2,1,1,1,1,3,0,0,0,0.015909,0.460000
6934.679262,0.480198,2,2,5,2,2,7,0,0,0,0.000000,0.460000
8045.924577,0.485480,0,2,3,1,2,6,0,1,9,0.000000,0.460000
5171.168763,0.038248,2,2,3,0,2,1,1,1,7,0.421752,0.460000
4663.532425,0.031250,1,1,3,2,1,9,0,1,0,0.428750,0.460000
6680.913842,0.480198,2,2,4,2,2,1,1,0,0,0.000000,0.460000
6821.719362,0.455000,1,1,5,2,1,8,0,0,1,0.005000,0.460000
6431.993563,0.173674,0,1,2,2,1,1,0,1,5,0.286326,0.460000
4253.449174,0.055556,2,2,4,2,2,6,0,1,0,0.404444,0.460000
8514.190041,0.484289,0,2,5,1,2,10,0,0,8,0.000000,0.460000
7851.733043,0.480198,2,2,3,2,2,6,0,0,0,0.000000,0.460000
7857.711431,0.301667,1,1,2,0,0,3,1,0,5,0.158333,0.460000
5447.241556,0.031250,0,1,3,1,2,3,1,1,5,0.428750,0.460000
8159.867399,0.480198,2,2,2,2,2,7,0,0,0,0.000000,0.460000
7594.952137,0.444091,1,1,4,1,0,8,0,0,8,0.015909,0.460000
7791.537474,0.480198,2,2,4,2,2,10,0,0,0,0.000000,0.460000
