time_ms,accuracy,compute_similarities_with_state_decision_0,compute_similarities_with_state_decision_1,compute_similarities_with_state_threshold_0,parse_embedding_decision_0,parse_embedding_decision_1,parse_embedding_threshold_0,selector_kernel_decision_0,selector_kernel_decision_1,selector_kernel_threshold_0,idx,qos_loss,exact_accuracy
4063.636440,0.389452,2,2,2,2,1,7,0,1,9,,0.012548,0.402000
2757.145378,0.216135,2,2,2,2,2,10,0,1,4,,0.185865,0.402000
4337.073003,0.391595,2,1,2,2,1,7,0,1,9,,0.010405,0.402000
5432.213207,0.377929,2,2,1,0,0,6,0,0,9,,0.024071,0.402000
4162.129028,0.171549,0,1,2,0,1,6,0,1,3,,0.230451,0.402000
4020.656874,0.399452,2,2,2,2,1,8,0,1,9,,0.002548,0.402000
3936.227786,0.399452,2,2,2,2,1,10,0,1,9,,0.002548,0.402000
3939.502936,0.399452,2,2,2,2,1,10,0,1,10,,0.002548,0.402000
4359.307532,0.377929,2,2,2,1,1,8,0,1,9,,0.024071,0.402000
3794.535180,0.371952,2,2,2,2,1,10,0,1,7,,0.030048,0.402000
3515.709279,0.323357,2,2,2,2,1,10,0,1,6,,0.078643,0.402000
3793.176434,0.371952,2,2,3,2,1,10,0,1,7,,0.030048,0.402000
3797.669484,0.371952,2,2,4,2,1,10,0,1,7,,0.030048,0.402000
3977.471789,0.399452,2,2,3,2,1,9,0,1,8,,0.002548,0.402000
3893.046463,0.371952,2,2,3,2,1,8,0,1,7,,0.030048,0.402000
4406.058183,0.193930,1,0,3,1,0,3,0,1,3,,0.208070,0.402000
3941.790934,0.399452,2,2,3,2,1,10,0,1,8,,0.002548,0.402000
4839.857099,0.151127,1,0,4,0,0,8,0,1,1,,0.250873,0.402000
4019.792090,0.317341,2,1,1,0,1,1,1,0,5,,0.084659,0.402000
3796.357685,0.296873,2,1,3,0,1,1,1,0,5,,0.105127,0.402000
4918.103115,0.400095,0,0,3,2,0,9,0,0,5,,0.001905,0.402000
4101.199097,0.389452,2,2,2,2,1,7,0,1,8,,0.012548,0.402000
4055.627903,0.389452,2,2,2,2,1,7,0,1,9,,0.012548,0.402000
2770.477281,0.216135,2,2,2,2,2,10,0,1,4,,0.185865,0.402000
4349.859134,0.391595,2,1,2,2,1,7,0,1,9,,0.010405,0.402000
5447.548649,0.377929,2,2,1,0,0,6,0,0,9,,0.024071,0.402000
4149.575008,0.171549,0,1,2,0,1,6,0,1,3,,0.230451,0.402000
4009.964030,0.399452,2,2,2,2,1,8,0,1,9,,0.002548,0.402000
3939.078274,0.399452,2,2,2,2,1,10,0,1,9,,0.002548,0.402000
3941.050043,0.399452,2,2,2,2,1,10,0,1,10,,0.002548,0.402000
4359.228876,0.377929,2,2,2,1,1,8,0,1,9,,0.024071,0.402000
3797.353240,0.371952,2,2,2,2,1,10,0,1,7,,0.030048,0.402000
3514.342618,0.323357,2,2,2,2,1,10,0,1,6,,0.078643,0.402000
3790.016781,0.371952,2,2,3,2,1,10,0,1,7,,0.030048,0.402000
3788.769463,0.371952,2,2,4,2,1,10,0,1,7,,0.030048,0.402000
3982.611961,0.399452,2,2,4,2,1,9,0,1,8,,0.002548,0.402000
3890.706665,0.371952,2,2,4,2,1,8,0,1,7,,0.030048,0.402000
3843.678191,0.371952,2,2,5,2,1,9,0,1,7,,0.030048,0.402000
3997.220771,0.399452,2,2,3,2,1,9,0,1,8,,0.002548,0.402000
3817.794345,0.371952,2,2,4,2,2,10,0,1,7,,0.030048,0.402000
4438.435362,0.183944,1,0,3,1,0,3,0,1,3,,0.218056,0.402000
3994.452224,0.399452,2,2,4,2,1,10,0,1,8,,0.002548,0.402000
3212.139028,0.195183,2,2,4,1,1,10,0,1,4,,0.206817,0.402000
4247.407966,0.396000,2,2,3,2,1,3,0,0,3,,0.006000,0.402000
3846.919709,0.371952,2,2,4,2,1,9,0,1,7,,0.030048,0.402000
4955.658001,0.148746,1,0,4,0,0,8,0,1,1,,0.253254,0.402000
4092.953659,0.317341,2,1,1,0,1,1,1,0,5,,0.084659,0.402000
3841.196620,0.296873,2,1,3,0,1,1,1,0,5,,0.105127,0.402000
4986.289487,0.400095,0,0,3,2,0,9,0,0,5,,0.001905,0.402000
4153.046108,0.389452,2,2,2,2,1,7,0,1,8,,0.012548,0.402000
4973.627089,0.400095,0,0,3,2,0,9,0,0,6,,0.001905,0.402000
2804.518495,0.216135,2,2,2,2,2,10,0,1,4,,0.185865,0.402000
4978.503736,0.400095,0,0,3,2,0,9,0,0,7,,0.001905,0.402000
4759.277698,0.400095,0,0,4,2,0,10,0,0,6,,0.001905,0.402000
4966.608135,0.400095,0,0,4,2,0,9,0,0,6,,0.001905,0.402000
4754.735791,0.400095,0,0,4,2,0,10,0,0,5,,0.001905,0.402000
4479.412747,0.379286,1,0,4,2,0,10,0,0,6,,0.022714,0.402000
4753.146508,0.400095,0,0,4,2,0,10,0,0,4,,0.001905,0.402000
4748.222596,0.400095,0,0,5,2,0,10,0,0,4,,0.001905,0.402000
4747.675833,0.400095,0,0,5,2,0,10,0,0,5,,0.001905,0.402000
5213.809903,0.400095,0,0,5,2,0,8,0,0,6,,0.001905,0.402000
4748.617578,0.400095,0,0,5,2,0,10,0,0,6,,0.001905,0.402000
4954.275938,0.400095,0,0,5,2,0,9,0,0,5,,0.001905,0.402000
4749.503992,0.400095,0,0,5,2,1,10,0,0,5,,0.001905,0.402000
4764.395078,0.400095,0,0,5,2,0,10,0,0,7,,0.001905,0.402000
4969.954189,0.400095,0,0,5,2,0,9,0,0,7,,0.001905,0.402000
4964.379655,0.400095,0,0,5,2,0,9,0,0,6,,0.001905,0.402000
4492.132917,0.197278,1,0,3,1,0,3,0,1,3,,0.204722,0.402000
5508.590028,0.377929,2,2,1,0,0,6,0,0,9,,0.024071,0.402000
4977.768474,0.400095,0,0,5,2,0,9,0,0,4,,0.001905,0.402000
5187.059096,0.400095,0,0,5,2,0,8,0,0,5,,0.001905,0.402000
6884.817197,0.402095,0,0,0,0,0,0,0,0,0,1,0.000000,0.402000
5309.732669,0.402095,0,0,0,1,1,0,0,0,0,2,0.000000,0.402000
4730.714600,0.399381,0,0,0,2,2,0,0,0,0,3,0.002619,0.402000
6421.513711,0.353714,1,1,0,0,0,0,0,0,0,4,0.048286,0.402000
5031.925770,0.353714,1,1,0,1,1,0,0,0,0,5,0.048286,0.402000
4492.645775,0.366714,1,1,0,2,2,0,0,0,0,6,0.035286,0.402000
5959.378207,0.368286,2,2,0,0,0,0,0,0,0,7,0.033714,0.402000
4712.047126,0.368286,2,2,0,1,1,0,0,0,0,8,0.033714,0.402000
4248.215114,0.390429,2,2,0,2,2,0,0,0,0,9,0.011571,0.402000
6887.326385,0.402095,0,0,0,0,0,0,0,0,0,19,0.000000,0.402000
