time_ms,accuracy,count_and_lower_words_decision_0,count_and_lower_words_decision_1,count_and_lower_words_threshold_0,lowering_corpus_decision_0,lowering_corpus_decision_1,lowering_corpus_threshold_0,score_term_over_docs_decision_0,score_term_over_docs_decision_1,score_term_over_docs_threshold_0,selector_kernel_decision_0,selector_kernel_decision_1,selector_kernel_threshold_0,idx,qos_loss,exact_accuracy
17053.004714,0.106984,0,1,181,1,3,3,0,0,9,1,0,10,,0.378016,0.485000
18455.764746,0.408643,0,0,1,3,2,5,2,1,40,0,0,0,,0.076357,0.485000
18483.699771,0.393286,0,0,1,3,2,5,2,0,40,0,0,0,,0.091714,0.485000
19187.391308,0.438643,0,0,4,3,2,5,2,1,40,0,0,0,,0.046357,0.485000
24015.678700,0.410190,0,0,4,2,2,5,2,1,40,0,0,0,,0.074810,0.485000
26387.282579,0.409190,0,0,1,0,3,3,0,2,27,1,0,6,,0.075810,0.485000
27568.018178,0.129628,1,0,403,0,1,1,0,2,36,0,1,4,,0.355372,0.485000
28946.772543,0.401214,0,0,1,0,2,3,0,2,26,1,0,6,,0.083786,0.485000
22459.436225,0.339905,0,1,1,0,2,2,0,2,27,1,0,6,,0.145095,0.485000
22530.377391,0.418095,0,1,16,2,1,2,2,0,5,0,1,9,,0.066905,0.485000
20025.536759,0.415190,0,1,435,2,2,1,1,2,34,1,0,5,,0.069810,0.485000
31352.976353,0.432508,0,0,1,0,1,3,1,2,19,0,0,3,,0.052492,0.485000
23733.345649,0.110294,1,1,1,0,1,3,0,0,32,1,0,10,,0.374706,0.485000
30963.889906,0.105486,0,0,1,1,0,1,2,1,12,1,1,3,,0.379514,0.485000
30858.896379,0.103573,0,0,1,1,0,1,2,1,14,1,1,3,,0.381427,0.485000
18658.363038,0.354746,0,0,694,3,3,3,0,1,23,0,0,10,,0.130254,0.485000
18554.927308,0.400698,0,0,1,3,3,3,0,1,11,0,1,10,,0.084302,0.485000
26475.698371,0.173930,1,0,1,0,2,3,2,1,26,1,1,1,,0.311070,0.485000
21643.328771,0.403238,0,0,1,2,3,3,0,1,27,0,1,10,,0.081762,0.485000
27759.309019,0.427286,1,0,49,1,3,5,1,1,8,0,1,10,,0.057714,0.485000
27662.979184,0.115620,1,0,11,1,1,3,0,1,38,0,1,5,,0.369380,0.485000
33732.999000,0.485000,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000000,0.485000
33330.703000,0.464000,0,0,0,0,0,0,1,1,0,0,0,0,2,0.021000,0.485000
32694.034000,0.451000,0,0,0,0,0,0,2,2,0,0,0,0,3,0.034000,0.485000
29019.498000,0.456000,0,0,0,1,1,0,0,0,0,0,0,0,4,0.029000,0.485000
28572.251000,0.469000,0,0,0,1,1,0,1,1,0,0,0,0,5,0.016000,0.485000
28080.003000,0.418000,0,0,0,1,1,0,2,2,0,0,0,0,6,0.067000,0.485000
24270.762000,0.406000,0,0,0,2,2,0,0,0,0,0,0,0,7,0.079000,0.485000
23947.415000,0.404000,0,0,0,2,2,0,1,1,0,0,0,0,8,0.081000,0.485000
23505.124000,0.449000,0,0,0,2,2,0,2,2,0,0,0,0,9,0.036000,0.485000
17942.068000,0.379000,0,0,0,3,3,0,0,0,0,0,0,0,10,0.106000,0.485000
17688.032000,0.367000,0,0,0,3,3,0,1,1,0,0,0,0,11,0.118000,0.485000
17374.004000,0.366000,0,0,0,3,3,0,2,2,0,0,0,0,12,0.119000,0.485000
34922.903808,0.471238,0,0,0,0,0,0,0,0,0,0,0,0,13,0.013762,0.485000
27761.509202,0.451714,1,1,0,0,0,0,0,0,0,0,0,0,14,0.033286,0.485000
27337.883647,0.442905,1,1,0,0,0,0,1,1,0,0,0,0,15,0.042095,0.485000
26649.169642,0.430714,1,1,0,0,0,0,2,2,0,0,0,0,16,0.054286,0.485000
24160.180388,0.430762,1,1,0,1,1,0,0,0,0,0,0,0,17,0.054238,0.485000
25610.260525,0.468857,1,1,0,1,1,0,1,1,0,0,0,0,18,0.016143,0.485000
25087.253662,0.436190,1,1,0,1,1,0,2,2,0,0,0,0,19,0.048810,0.485000
20120.333735,0.410857,1,1,0,2,2,0,0,0,0,0,0,0,20,0.074143,0.485000
20899.288634,0.373524,1,1,0,2,2,0,1,1,0,0,0,0,21,0.111476,0.485000
21404.592798,0.427619,1,1,0,2,2,0,2,2,0,0,0,0,22,0.057381,0.485000
17097.819018,0.415048,1,1,0,3,3,0,0,0,0,0,0,0,23,0.069952,0.485000
16849.717148,0.381643,1,1,0,3,3,0,1,1,0,0,0,0,24,0.103357,0.485000
16516.774260,0.363381,1,1,0,3,3,0,2,2,0,0,0,0,25,0.121619,0.485000
35721.388034,0.471238,0,0,0,0,0,0,0,0,0,0,0,0,26,0.013762,0.485000
