time_ms,accuracy,count_and_lower_words_decision_0,count_and_lower_words_decision_1,count_and_lower_words_threshold_0,lowering_corpus_decision_0,lowering_corpus_decision_1,lowering_corpus_threshold_0,score_term_over_docs_decision_0,score_term_over_docs_decision_1,score_term_over_docs_threshold_0,selector_kernel_decision_0,selector_kernel_decision_1,selector_kernel_threshold_0,idx,qos_loss,exact_accuracy
36770.794144,0.383476,0,0,0,0,0,0,0,0,0,0,0,0,1,0.101524,0.485000
29846.569625,0.383476,1,1,0,0,0,0,0,0,0,0,0,0,2,0.101524,0.485000
29468.353827,0.399476,1,1,0,0,0,0,1,1,0,0,0,0,3,0.085524,0.485000
28942.320351,0.328762,1,1,0,0,0,0,2,2,0,0,0,0,4,0.156238,0.485000
26098.140237,0.342476,1,1,0,1,1,0,0,0,0,0,0,0,5,0.142524,0.485000
25707.437505,0.352095,1,1,0,1,1,0,1,1,0,0,0,0,6,0.132905,0.485000
25076.460890,0.324000,1,1,0,1,1,0,2,2,0,0,0,0,7,0.161000,0.485000
22201.510983,0.331619,1,1,0,2,2,0,0,0,0,0,0,0,8,0.153381,0.485000
21820.624685,0.361857,1,1,0,2,2,0,1,1,0,0,0,0,9,0.123143,0.485000
21393.563517,0.390905,1,1,0,2,2,0,2,2,0,0,0,0,10,0.094095,0.485000
17172.561825,0.417190,1,1,0,3,3,0,0,0,0,0,0,0,11,0.067810,0.485000
16918.931033,0.365619,1,1,0,3,3,0,1,1,0,0,0,0,12,0.119381,0.485000
16574.222546,0.309667,1,1,0,3,3,0,2,2,0,0,0,0,13,0.175333,0.485000
36277.151785,0.383476,0,0,0,0,0,0,0,0,0,0,0,0,14,0.101524,0.485000
