time_ms,accuracy,count_and_lower_words_decision_0,count_and_lower_words_decision_1,count_and_lower_words_threshold_0,lowering_corpus_decision_0,lowering_corpus_decision_1,lowering_corpus_threshold_0,score_term_over_docs_decision_0,score_term_over_docs_decision_1,score_term_over_docs_threshold_0,selector_kernel_decision_0,selector_kernel_decision_1,selector_kernel_threshold_0,idx,qos_loss,exact_accuracy
22235.514897,0.065810,1,1,5,2,0,2,2,1,3,1,1,8,,0.419190,0.485000
21623.536668,0.125884,1,1,611,0,2,3,0,2,28,0,1,0,,0.359116,0.485000
25619.676840,0.080106,0,0,30,0,3,4,0,0,35,1,1,0,,0.404894,0.485000
25494.668060,0.401397,0,0,475,0,3,3,1,1,40,0,0,7,,0.083603,0.485000
27940.538640,0.398286,1,0,135,2,0,4,1,1,7,1,0,0,,0.086714,0.485000
30413.398070,0.373259,1,0,1,0,2,4,1,2,21,0,0,7,,0.111741,0.485000
26006.038463,0.334582,1,0,56,2,1,3,1,1,34,0,0,4,,0.150418,0.485000
17719.109797,0.111069,0,1,63,0,3,2,2,1,37,0,1,2,,0.373931,0.485000
17837.149052,0.122741,0,1,77,2,3,5,0,2,31,1,1,7,,0.362259,0.485000
17422.711125,0.070254,0,1,77,2,3,5,0,0,31,1,1,7,,0.414746,0.485000
15621.871205,0.140476,1,1,327,3,1,4,0,1,23,0,1,2,,0.344524,0.485000
27519.305271,0.393175,0,0,187,1,2,3,2,1,5,1,0,3,,0.091825,0.485000
28740.048612,0.400603,0,0,324,0,2,3,2,1,5,1,0,3,,0.084397,0.485000
33824.100037,0.424857,0,0,67,0,0,4,2,0,4,0,0,9,,0.060143,0.485000
29267.689537,0.098360,0,0,260,0,2,4,0,1,31,1,1,4,,0.386640,0.485000
23754.880193,0.381143,0,1,73,0,2,3,2,0,33,0,0,7,,0.103857,0.485000
31222.424942,0.355905,0,0,9,1,0,4,0,0,38,1,0,0,,0.129095,0.485000
22659.894194,0.401079,0,0,187,1,3,3,2,1,5,1,0,3,,0.083921,0.485000
26533.653488,0.378571,0,0,187,1,2,3,2,1,5,1,0,4,,0.106429,0.485000
26666.892789,0.094804,0,1,96,0,0,4,0,0,12,1,1,2,,0.390196,0.485000
26361.832430,0.094804,0,1,70,0,0,5,0,0,12,1,1,3,,0.390196,0.485000
34512.655490,0.384794,0,0,948,0,0,5,1,0,13,0,0,2,,0.100206,0.485000
34201.195017,0.375429,0,0,28,0,0,1,1,1,14,1,0,4,,0.109571,0.485000
34687.846611,0.358190,0,0,6,0,0,5,1,2,13,0,0,2,,0.126810,0.485000
34482.497714,0.384794,0,0,242,0,0,5,1,0,13,0,0,3,,0.100206,0.485000
25746.917226,0.371873,0,0,23,3,1,2,1,1,15,0,0,2,,0.113127,0.485000
34497.816198,0.388603,0,0,245,0,0,5,1,0,19,0,0,2,,0.096397,0.485000
34634.524263,0.388603,0,0,245,0,0,5,1,0,16,0,0,2,,0.096397,0.485000
36243.434626,0.411460,0,0,0,0,0,0,0,0,0,0,0,0,1,0.073540,0.485000
29778.415779,0.411460,1,1,0,0,0,0,0,0,0,0,0,0,2,0.073540,0.485000
29343.900885,0.436794,1,1,0,0,0,0,1,1,0,0,0,0,3,0.048206,0.485000
28737.088270,0.369016,1,1,0,0,0,0,2,2,0,0,0,0,4,0.115984,0.485000
26057.221660,0.366984,1,1,0,1,1,0,0,0,0,0,0,0,5,0.118016,0.485000
25666.137682,0.392063,1,1,0,1,1,0,1,1,0,0,0,0,6,0.092937,0.485000
25108.457559,0.349143,1,1,0,1,1,0,2,2,0,0,0,0,7,0.135857,0.485000
22094.192002,0.355302,1,1,0,2,2,0,0,0,0,0,0,0,8,0.129698,0.485000
21886.816732,0.371714,1,1,0,2,2,0,1,1,0,0,0,0,9,0.113286,0.485000
21427.955253,0.359968,1,1,0,2,2,0,2,2,0,0,0,0,10,0.125032,0.485000
17124.321257,0.421238,1,1,0,3,3,0,0,0,0,0,0,0,11,0.063762,0.485000
16873.737988,0.390667,1,1,0,3,3,0,1,1,0,0,0,0,12,0.094333,0.485000
16553.073120,0.354000,1,1,0,3,3,0,2,2,0,0,0,0,13,0.131000,0.485000
35731.218241,0.411460,0,0,0,0,0,0,0,0,0,0,0,0,14,0.073540,0.485000
36266.430714,0.411460,0,0,0,0,0,0,0,0,0,0,0,0,1,0.073540,0.485000
29802.390876,0.411460,1,1,0,0,0,0,0,0,0,0,0,0,2,0.073540,0.485000
29348.316677,0.436794,1,1,0,0,0,0,1,1,0,0,0,0,3,0.048206,0.485000
28735.157982,0.369016,1,1,0,0,0,0,2,2,0,0,0,0,4,0.115984,0.485000
26065.014527,0.366984,1,1,0,1,1,0,0,0,0,0,0,0,5,0.118016,0.485000
25680.582044,0.392063,1,1,0,1,1,0,1,1,0,0,0,0,6,0.092937,0.485000
25112.819784,0.349143,1,1,0,1,1,0,2,2,0,0,0,0,7,0.135857,0.485000
22100.613842,0.355302,1,1,0,2,2,0,0,0,0,0,0,0,8,0.129698,0.485000
21902.565862,0.371714,1,1,0,2,2,0,1,1,0,0,0,0,9,0.113286,0.485000
21451.116579,0.359968,1,1,0,2,2,0,2,2,0,0,0,0,10,0.125032,0.485000
17123.946684,0.421238,1,1,0,3,3,0,0,0,0,0,0,0,11,0.063762,0.485000
16897.640003,0.390667,1,1,0,3,3,0,1,1,0,0,0,0,12,0.094333,0.485000
16551.555830,0.354000,1,1,0,3,3,0,2,2,0,0,0,0,13,0.131000,0.485000
35726.554796,0.411460,0,0,0,0,0,0,0,0,0,0,0,0,14,0.073540,0.485000
