time_ms,accuracy,compute_similarities_with_state_decision_0,compute_similarities_with_state_decision_1,compute_similarities_with_state_threshold_0,parse_embedding_decision_0,parse_embedding_decision_1,parse_embedding_threshold_0,selector_kernel_decision_0,selector_kernel_decision_1,selector_kernel_threshold_0,qos_loss,exact_accuracy
5502.105917,0.393095,1,1,0,2,2,0,0,0,0,0.066905,0.460000
3911.833954,0.074583,1,1,0,1,1,0,1,1,0,0.385417,0.460000
6070.798555,0.400063,1,1,0,1,1,0,0,0,0,0.059937,0.460000
7403.270110,0.400063,1,1,0,0,0,0,0,0,0,0.059937,0.460000
5494.403976,0.393095,1,1,0,2,2,0,0,0,0,0.066905,0.460000
3211.091858,0.074583,1,1,0,1,1,0,1,1,0,0.385417,0.460000
6031.183492,0.400063,1,1,0,1,1,0,0,0,0,0.059937,0.460000
5492.724214,0.393095,1,1,0,2,2,0,0,0,0,0.066905,0.460000
3009.235937,0.076806,0,0,0,2,2,0,1,1,0,0.383194,0.460000
5523.080894,0.393095,1,1,0,2,2,0,0,0,0,0.066905,0.460000
5524.716045,0.393095,1,1,0,2,2,0,0,0,0,0.066905,0.460000
8069.447182,0.469091,0,0,0,0,0,0,0,0,0,0.000000,0.460000
5119.606396,0.076806,0,0,0,0,0,0,1,1,0,0.383194,0.460000
5916.957423,0.480000,0,0,0,2,2,0,0,0,0,0.000000,0.460000
5552.350961,0.393095,1,1,0,2,2,0,0,0,0,0.066905,0.460000
5544.776048,0.393095,1,1,0,2,2,0,0,0,0,0.066905,0.460000
5504.994517,0.393095,1,1,0,2,2,0,0,0,0,0.066905,0.460000
5574.987799,0.393095,1,1,0,2,2,0,0,0,0,0.066905,0.460000
5122.732523,0.076806,0,0,0,0,0,0,1,1,0,0.383194,0.460000
6497.515146,0.469091,0,0,0,1,1,0,0,0,0,0.000000,0.460000
5524.774228,0.393095,1,1,0,2,2,0,0,0,0,0.066905,0.460000
2712.167122,0.066250,1,1,0,2,2,0,1,1,0,0.393750,0.460000
5454.886306,0.393095,1,1,0,2,2,0,0,0,0,0.066905,0.460000
3213.325464,0.074583,1,1,0,1,1,0,1,1,0,0.385417,0.460000
5576.583265,0.393095,1,1,0,2,2,0,0,0,0,0.066905,0.460000
3599.936338,0.076806,0,0,0,1,1,0,1,1,0,0.383194,0.460000
5088.614776,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
2254.181651,0.071806,2,2,0,2,2,0,1,1,0,0.388194,0.460000
5690.249993,0.463869,2,2,0,1,1,0,0,0,0,0.000000,0.460000
5487.294683,0.393095,1,1,0,2,2,0,0,0,0,0.066905,0.460000
5078.805348,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
4985.574658,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5039.248685,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5593.838229,0.463869,2,2,0,1,1,0,0,0,0,0.000000,0.460000
4994.685808,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5002.815900,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5030.562108,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
6085.428616,0.400063,1,1,0,1,1,0,0,0,0,0.059937,0.460000
4991.722281,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5003.456150,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5065.554816,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5069.414843,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5537.679732,0.463869,2,2,0,1,1,0,0,0,0,0.000000,0.460000
3721.534504,0.080139,2,2,0,0,0,0,1,1,0,0.379861,0.460000
5061.784438,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
8052.585093,0.469091,0,0,0,0,0,0,0,0,0,0.000000,0.460000
5092.201827,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5495.760164,0.393095,1,1,0,2,2,0,0,0,0,0.066905,0.460000
5088.475058,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
6626.900575,0.463869,2,2,0,0,0,0,0,0,0,0.000000,0.460000
2234.231690,0.071806,2,2,0,2,2,0,1,1,0,0.388194,0.460000
5045.331153,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5094.475883,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
2689.766889,0.066250,1,1,0,2,2,0,1,1,0,0.393750,0.460000
2700.725497,0.066250,1,1,0,2,2,0,1,1,0,0.393750,0.460000
5001.604249,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5545.049416,0.393095,1,1,0,2,2,0,0,0,0,0.066905,0.460000
4505.570140,0.074583,1,1,0,0,0,0,1,1,0,0.385417,0.460000
5065.086308,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
8063.459510,0.469091,0,0,0,0,0,0,0,0,0,0.000000,0.460000
5049.042167,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5039.141753,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
3204.444360,0.074583,1,1,0,1,1,0,1,1,0,0.385417,0.460000
5036.763034,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
2239.963399,0.071806,2,2,0,2,2,0,1,1,0,0.388194,0.460000
4994.496936,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
3198.177937,0.074583,1,1,0,1,1,0,1,1,0,0.385417,0.460000
6568.484937,0.393095,1,1,0,2,2,0,0,0,0,0.066905,0.460000
5092.422261,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
6604.737034,0.488869,2,2,0,0,0,0,0,0,0,0.000000,0.460000
4462.384243,0.080139,2,2,0,0,0,0,1,1,0,0.379861,0.460000
5080.102668,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
6079.607364,0.400063,1,1,0,1,1,0,0,0,0,0.059937,0.460000
5039.509950,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5517.656251,0.393095,1,1,0,2,2,0,0,0,0,0.066905,0.460000
5038.503130,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5036.686319,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5053.575777,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5084.641071,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5048.961920,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5076.424322,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
8101.509398,0.472980,0,0,0,0,0,0,0,0,0,0.000000,0.460000
5065.661217,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5114.407119,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5080.003588,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
